TransactionID,ProductID,ProductName,Category,WarehouseID,SupplierID,Date,Quantity,UnitPrice,TotalValue,MovementType,StockLevel,ReorderPoint,SlowMoving
INV-0167,PRD-005,Wheat Flour 50kg,Perishables,WH-005,SUP-008,2024-09-26,351,136.79,48014.93,Outbound,3287,406,Yes
INV-0168,PRD-001,Microcontroller Board,Electronics,WH-001,SUP-004,2024-06-03,494,428.76,211809.33,Outbound,2143,248,Yes
INV-0169,PRD-006,Sensor Module v2,Electronics,WH-001,SUP-001,2024-09-11,392,785.98,308103.27,Outbound,3164,372,Yes
INV-0170,PRD-012,Copper Wire 100m,Raw Materials,WH-002,SUP-006,2024-02-06,213,435.02,92659.69,Inbound,3623,109,Yes
INV-0171,PRD-008,Bubble Wrap Roll,Packaging,WH-001,SUP-006,2024-10-21,229,46.95,10751.72,Adjustment,2421,158,Yes
INV-0172,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-001,SUP-006,2024-03-28,420,238.75,100274.9,Adjustment,3014,145,Yes
INV-0173,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-001,SUP-004,2024-08-11,311,210.02,65317.34,Inbound,3292,258,Yes
INV-0174,PRD-012,Copper Wire 100m,Raw Materials,WH-003,SUP-004,2024-06-19,408,367.39,149896.32,Inbound,4396,361,Yes
INV-0175,PRD-004,Brake Pad Set,Automotive,WH-003,SUP-006,2024-11-26,427,299.82,128021.08,Inbound,1249,231,Yes
INV-0176,PRD-004,Brake Pad Set,Automotive,WH-002,SUP-003,2024-12-01,48,302.17,14504.24,Adjustment,3850,486,Yes
INV-0177,PRD-010,Rice Basmati 25kg,Perishables,WH-005,SUP-008,2024-12-14,483,123.26,59532.8,Transfer,2639,177,Yes
INV-0178,PRD-008,Bubble Wrap Roll,Packaging,WH-001,SUP-008,2024-08-14,333,43.91,14620.94,Transfer,4894,128,Yes
INV-0179,PRD-006,Sensor Module v2,Electronics,WH-005,SUP-002,2024-06-07,246,790.12,194370.31,Inbound,3070,246,Yes
INV-0180,PRD-002,Steel Rod 10mm,Raw Materials,WH-001,SUP-007,2024-08-24,307,88.28,27101.72,Inbound,3734,392,Yes
INV-0181,PRD-011,PCB Assembly,Electronics,WH-002,SUP-006,2024-11-05,253,1127.88,285352.63,Inbound,3740,152,Yes
INV-0182,PRD-013,Stretch Film Roll,Packaging,WH-003,SUP-002,2024-09-15,340,61.3,20843.39,Outbound,3636,324,Yes
INV-0183,PRD-009,Engine Filter,Automotive,WH-005,SUP-003,2024-07-05,200,632.51,126502.23,Adjustment,3398,496,Yes
INV-0184,PRD-006,Sensor Module v2,Electronics,WH-005,SUP-001,2024-11-19,341,767.26,261634.51,Transfer,824,385,No
INV-0185,PRD-011,PCB Assembly,Electronics,WH-004,SUP-005,2024-05-09,380,1224.18,465188.67,Outbound,2780,141,Yes
INV-0186,PRD-010,Rice Basmati 25kg,Perishables,WH-002,SUP-006,2024-06-07,345,118.21,40781.83,Adjustment,1106,404,No
INV-0187,PRD-012,Copper Wire 100m,Raw Materials,WH-001,SUP-005,2024-10-13,202,413.74,83575.6,Transfer,1096,443,No
INV-0188,PRD-012,Copper Wire 100m,Raw Materials,WH-005,SUP-002,2024-11-26,353,392.28,138475.59,Transfer,199,285,No
INV-0189,PRD-005,Wheat Flour 50kg,Perishables,WH-002,SUP-004,2024-06-23,495,152.82,75643.66,Outbound,1905,170,Yes
INV-0190,PRD-003,Corrugated Box L,Packaging,WH-001,SUP-005,2024-02-21,269,13.11,3527.3,Inbound,2808,492,Yes
INV-0191,PRD-010,Rice Basmati 25kg,Perishables,WH-002,SUP-007,2024-03-19,93,103.97,9669.51,Outbound,3635,122,Yes
INV-0192,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-003,SUP-004,2024-08-15,322,203.96,65674.71,Adjustment,1966,373,Yes
INV-0193,PRD-004,Brake Pad Set,Automotive,WH-003,SUP-008,2024-04-09,198,342.26,67768.38,Adjustment,3832,493,Yes
INV-0194,PRD-005,Wheat Flour 50kg,Perishables,WH-004,SUP-007,2024-03-23,428,132.99,56919.47,Outbound,2098,126,Yes
INV-0195,PRD-011,PCB Assembly,Electronics,WH-004,SUP-006,2024-10-10,488,1018.21,496887.54,Inbound,2385,142,Yes
INV-0196,PRD-013,Stretch Film Roll,Packaging,WH-002,SUP-005,2024-08-18,473,66.84,31616.26,Adjustment,801,213,Yes
INV-0197,PRD-014,Alternator 12V,Automotive,WH-004,SUP-006,2024-01-14,222,812.85,180452.62,Transfer,1981,297,Yes
INV-0198,PRD-002,Steel Rod 10mm,Raw Materials,WH-003,SUP-004,2024-01-15,173,96.28,16656.45,Transfer,1246,170,Yes
INV-0199,PRD-001,Microcontroller Board,Electronics,WH-003,SUP-008,2024-12-22,435,420.61,182967.17,Adjustment,3724,415,Yes
INV-0200,PRD-001,Microcontroller Board,Electronics,WH-001,SUP-001,2024-05-11,120,498.93,59872.0,Adjustment,960,497,No
INV-0201,PRD-005,Wheat Flour 50kg,Perishables,WH-002,SUP-005,2024-03-03,34,134.35,4567.74,Adjustment,564,156,Yes
INV-0202,PRD-014,Alternator 12V,Automotive,WH-004,SUP-001,2024-11-19,273,928.95,253602.82,Outbound,2436,319,Yes
INV-0203,PRD-001,Microcontroller Board,Electronics,WH-005,SUP-006,2024-05-03,302,451.86,136462.88,Inbound,4338,284,Yes
INV-0204,PRD-002,Steel Rod 10mm,Raw Materials,WH-005,SUP-001,2024-07-18,457,86.49,39526.1,Adjustment,3108,229,Yes
INV-0205,PRD-012,Copper Wire 100m,Raw Materials,WH-001,SUP-006,2024-02-04,186,374.51,69658.82,Inbound,4816,476,Yes
INV-0206,PRD-013,Stretch Film Roll,Packaging,WH-003,SUP-003,2024-01-23,190,67.37,12800.82,Outbound,3856,456,Yes
INV-0207,PRD-008,Bubble Wrap Roll,Packaging,WH-002,SUP-003,2024-02-02,376,49.23,18511.29,Adjustment,352,250,No
INV-0208,PRD-004,Brake Pad Set,Automotive,WH-001,SUP-004,2024-01-22,171,362.67,62016.52,Adjustment,4498,342,Yes
INV-0209,PRD-005,Wheat Flour 50kg,Perishables,WH-001,SUP-004,2024-05-26,192,156.17,29985.57,Inbound,2769,239,Yes
INV-0210,PRD-002,Steel Rod 10mm,Raw Materials,WH-003,SUP-007,2024-07-23,390,85.84,33479.32,Adjustment,2827,195,Yes
INV-0211,PRD-008,Bubble Wrap Roll,Packaging,WH-004,SUP-006,2024-09-22,146,49.51,7228.89,Adjustment,696,320,No
INV-0212,PRD-010,Rice Basmati 25kg,Perishables,WH-002,SUP-005,2024-06-13,62,101.2,6274.52,Transfer,2560,328,Yes
INV-0213,PRD-010,Rice Basmati 25kg,Perishables,WH-004,SUP-003,2024-12-19,237,108.67,25754.21,Inbound,2938,414,Yes
INV-0214,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-003,SUP-001,2024-02-08,353,222.47,78531.7,Transfer,4253,483,Yes
INV-0215,PRD-011,PCB Assembly,Electronics,WH-002,SUP-001,2024-03-14,444,1157.08,513744.65,Adjustment,335,164,No
INV-0216,PRD-002,Steel Rod 10mm,Raw Materials,WH-002,SUP-006,2024-07-04,206,96.68,19915.29,Inbound,1306,447,No
INV-0217,PRD-008,Bubble Wrap Roll,Packaging,WH-003,SUP-006,2024-08-15,400,41.36,16545.98,Outbound,4387,287,Yes
INV-0218,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-003,SUP-005,2024-05-07,68,190.36,12944.51,Outbound,4138,365,Yes
INV-0219,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-005,SUP-002,2024-05-14,406,202.67,82282.08,Adjustment,1807,413,Yes
INV-0220,PRD-005,Wheat Flour 50kg,Perishables,WH-004,SUP-004,2024-03-03,79,155.85,12312.06,Adjustment,1464,465,Yes
INV-0221,PRD-008,Bubble Wrap Roll,Packaging,WH-001,SUP-006,2024-12-07,187,48.48,9066.2,Transfer,2507,180,Yes
INV-0222,PRD-012,Copper Wire 100m,Raw Materials,WH-002,SUP-006,2024-09-17,124,362.83,44991.27,Outbound,1187,221,Yes
INV-0223,PRD-013,Stretch Film Roll,Packaging,WH-004,SUP-001,2024-07-03,293,67.8,19865.26,Adjustment,4569,166,Yes
INV-0224,PRD-010,Rice Basmati 25kg,Perishables,WH-001,SUP-002,2024-06-07,213,126.49,26942.13,Adjustment,4356,310,Yes
INV-0225,PRD-013,Stretch Film Roll,Packaging,WH-004,SUP-002,2024-03-05,172,68.94,11857.34,Adjustment,3866,448,Yes
INV-0226,PRD-009,Engine Filter,Automotive,WH-003,SUP-003,2024-10-09,337,586.29,197579.74,Outbound,3594,357,Yes
INV-0227,PRD-015,Sugar 50kg,Perishables,WH-001,SUP-002,2024-09-22,88,126.88,11165.8,Outbound,2693,463,Yes
INV-0228,PRD-004,Brake Pad Set,Automotive,WH-003,SUP-005,2024-02-10,138,303.7,41911.17,Transfer,1075,420,No
INV-0229,PRD-005,Wheat Flour 50kg,Perishables,WH-005,SUP-002,2024-09-14,338,131.9,44582.96,Outbound,1452,437,Yes
INV-0230,PRD-010,Rice Basmati 25kg,Perishables,WH-005,SUP-006,2024-10-15,31,121.69,3772.51,Inbound,715,123,Yes
INV-0231,PRD-011,PCB Assembly,Electronics,WH-005,SUP-005,2024-11-29,117,1200.91,140506.91,Adjustment,298,354,No
INV-0232,PRD-015,Sugar 50kg,Perishables,WH-005,SUP-005,2024-11-24,499,126.82,63282.21,Outbound,3376,252,Yes
INV-0233,PRD-008,Bubble Wrap Roll,Packaging,WH-001,SUP-001,2024-03-21,235,45.18,10616.3,Adjustment,1721,274,Yes
INV-0234,PRD-010,Rice Basmati 25kg,Perishables,WH-002,SUP-006,2024-06-12,385,126.17,48575.7,Transfer,3316,166,Yes
INV-0235,PRD-013,Stretch Film Roll,Packaging,WH-003,SUP-002,2024-06-12,133,66.08,8788.66,Transfer,3733,226,Yes
INV-0236,PRD-003,Corrugated Box L,Packaging,WH-001,SUP-001,2024-05-28,494,11.95,5904.51,Adjustment,2083,181,Yes
INV-0237,PRD-014,Alternator 12V,Automotive,WH-003,SUP-006,2024-04-07,400,836.45,334581.47,Adjustment,4135,257,Yes
INV-0238,PRD-008,Bubble Wrap Roll,Packaging,WH-001,SUP-002,2024-07-20,268,45.64,12232.55,Outbound,1812,398,Yes
INV-0239,PRD-006,Sensor Module v2,Electronics,WH-001,SUP-001,2024-05-24,263,818.52,215269.75,Adjustment,2390,374,Yes
INV-0240,PRD-001,Microcontroller Board,Electronics,WH-001,SUP-007,2024-03-09,461,434.75,200421.23,Transfer,3353,287,Yes
INV-0241,PRD-001,Microcontroller Board,Electronics,WH-004,SUP-001,2024-10-18,297,426.9,126788.92,Transfer,652,297,No
INV-0242,PRD-009,Engine Filter,Automotive,WH-004,SUP-005,2024-11-15,358,589.55,211057.48,Outbound,842,301,No
INV-0243,PRD-006,Sensor Module v2,Electronics,WH-003,SUP-006,2024-03-14,111,819.48,90962.31,Adjustment,4146,120,Yes
INV-0244,PRD-001,Microcontroller Board,Electronics,WH-001,SUP-003,2024-12-31,180,495.45,89180.31,Adjustment,1270,410,Yes
INV-0245,PRD-015,Sugar 50kg,Perishables,WH-005,SUP-003,2024-06-16,486,136.92,66545.41,Outbound,3269,415,Yes
INV-0246,PRD-012,Copper Wire 100m,Raw Materials,WH-003,SUP-006,2024-09-16,434,400.7,173902.55,Adjustment,4661,253,Yes
INV-0247,PRD-008,Bubble Wrap Roll,Packaging,WH-001,SUP-006,2024-06-18,354,41.73,14773.5,Adjustment,4831,257,Yes
INV-0248,PRD-013,Stretch Film Roll,Packaging,WH-001,SUP-008,2024-05-15,345,71.22,24571.66,Outbound,470,398,No
INV-0249,PRD-008,Bubble Wrap Roll,Packaging,WH-002,SUP-007,2024-03-16,430,48.16,20708.02,Inbound,4740,458,Yes
INV-0250,PRD-002,Steel Rod 10mm,Raw Materials,WH-002,SUP-001,2024-08-13,170,85.4,14517.84,Adjustment,1720,310,Yes
INV-0251,PRD-009,Engine Filter,Automotive,WH-005,SUP-008,2024-02-01,371,523.33,194156.0,Outbound,4644,266,Yes
INV-0252,PRD-011,PCB Assembly,Electronics,WH-004,SUP-007,2024-06-09,499,1037.63,517774.96,Transfer,4525,281,Yes
INV-0253,PRD-011,PCB Assembly,Electronics,WH-003,SUP-008,2024-04-08,500,1057.79,528896.38,Transfer,1892,252,Yes
INV-0254,PRD-013,Stretch Film Roll,Packaging,WH-003,SUP-004,2024-12-19,370,66.45,24585.13,Adjustment,2907,386,Yes
INV-0255,PRD-015,Sugar 50kg,Perishables,WH-003,SUP-005,2024-03-03,303,138.99,42114.04,Adjustment,3282,276,Yes
INV-0256,PRD-013,Stretch Film Roll,Packaging,WH-002,SUP-005,2024-01-22,157,74.02,11621.74,Inbound,2887,326,Yes
INV-0257,PRD-011,PCB Assembly,Electronics,WH-003,SUP-008,2024-04-19,113,1217.69,137598.6,Transfer,4654,456,Yes
INV-0258,PRD-005,Wheat Flour 50kg,Perishables,WH-002,SUP-002,2024-11-11,389,146.54,57003.7,Outbound,465,442,No
INV-0259,PRD-015,Sugar 50kg,Perishables,WH-005,SUP-004,2024-11-22,129,118.71,15313.07,Adjustment,2755,467,Yes
INV-0260,PRD-008,Bubble Wrap Roll,Packaging,WH-001,SUP-003,2024-01-03,291,51.5,14986.94,Outbound,3383,434,Yes
INV-0261,PRD-015,Sugar 50kg,Perishables,WH-004,SUP-008,2024-11-29,112,141.57,15855.52,Transfer,2681,246,Yes
INV-0262,PRD-011,PCB Assembly,Electronics,WH-001,SUP-002,2024-11-29,303,1053.86,319319.75,Inbound,1484,313,Yes
INV-0263,PRD-015,Sugar 50kg,Perishables,WH-002,SUP-001,2024-07-22,413,133.1,54970.29,Transfer,356,104,Yes
INV-0264,PRD-005,Wheat Flour 50kg,Perishables,WH-005,SUP-002,2024-06-20,155,141.9,21994.84,Adjustment,1149,358,Yes
INV-0265,PRD-008,Bubble Wrap Roll,Packaging,WH-003,SUP-004,2024-02-27,179,42.33,7576.72,Adjustment,2157,467,Yes
INV-0266,PRD-003,Corrugated Box L,Packaging,WH-001,SUP-006,2024-05-31,300,12.82,3846.96,Outbound,1487,412,Yes
INV-0267,PRD-014,Alternator 12V,Automotive,WH-004,SUP-007,2024-09-20,177,820.3,145192.95,Inbound,1563,171,Yes
INV-0268,PRD-008,Bubble Wrap Roll,Packaging,WH-003,SUP-004,2024-01-04,143,44.82,6408.58,Adjustment,2237,268,Yes
INV-0269,PRD-005,Wheat Flour 50kg,Perishables,WH-005,SUP-001,2024-05-13,344,138.58,47673.01,Outbound,558,441,No
INV-0270,PRD-002,Steel Rod 10mm,Raw Materials,WH-004,SUP-005,2024-03-22,217,91.08,19764.16,Transfer,1011,427,No
INV-0271,PRD-015,Sugar 50kg,Perishables,WH-003,SUP-006,2024-11-10,123,124.12,15266.97,Outbound,3967,178,Yes
INV-0272,PRD-008,Bubble Wrap Roll,Packaging,WH-005,SUP-006,2024-07-31,369,46.68,17224.51,Adjustment,4453,440,Yes
INV-0273,PRD-014,Alternator 12V,Automotive,WH-002,SUP-004,2024-12-14,396,933.57,369693.21,Inbound,4354,328,Yes
INV-0274,PRD-009,Engine Filter,Automotive,WH-003,SUP-002,2024-10-15,67,512.65,34347.29,Outbound,4741,374,Yes
INV-0275,PRD-003,Corrugated Box L,Packaging,WH-002,SUP-006,2024-09-23,236,11.15,2631.1,Outbound,4827,350,Yes
INV-0276,PRD-002,Steel Rod 10mm,Raw Materials,WH-005,SUP-008,2024-01-29,242,79.3,19191.52,Adjustment,3792,388,Yes
INV-0277,PRD-001,Microcontroller Board,Electronics,WH-005,SUP-008,2024-12-10,423,439.67,185980.02,Inbound,3293,230,Yes
INV-0278,PRD-014,Alternator 12V,Automotive,WH-001,SUP-004,2024-10-23,47,811.08,38120.62,Transfer,572,377,No
INV-0279,PRD-001,Microcontroller Board,Electronics,WH-001,SUP-008,2024-01-17,156,451.0,70355.61,Outbound,3493,291,Yes
INV-0280,PRD-015,Sugar 50kg,Perishables,WH-004,SUP-008,2024-07-12,202,119.61,24160.84,Outbound,2898,160,Yes
INV-0281,PRD-003,Corrugated Box L,Packaging,WH-005,SUP-007,2024-09-27,75,12.98,973.77,Outbound,78,487,No
INV-0282,PRD-001,Microcontroller Board,Electronics,WH-003,SUP-008,2024-12-10,378,466.25,176242.54,Adjustment,1931,226,Yes
INV-0283,PRD-008,Bubble Wrap Roll,Packaging,WH-003,SUP-003,2024-05-21,106,51.05,5410.86,Inbound,313,438,No
INV-0284,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-005,SUP-001,2024-05-03,115,192.53,22141.27,Inbound,3707,406,Yes
INV-0285,PRD-011,PCB Assembly,Electronics,WH-001,SUP-004,2024-01-23,215,1110.71,238803.68,Outbound,512,171,No
INV-0286,PRD-009,Engine Filter,Automotive,WH-003,SUP-004,2024-10-21,173,584.85,101178.44,Transfer,1990,254,Yes
INV-0287,PRD-015,Sugar 50kg,Perishables,WH-002,SUP-004,2024-07-30,163,125.94,20528.63,Outbound,3549,384,Yes
INV-0288,PRD-008,Bubble Wrap Roll,Packaging,WH-001,SUP-006,2024-11-25,353,44.79,15810.16,Transfer,3460,309,Yes
INV-0289,PRD-003,Corrugated Box L,Packaging,WH-003,SUP-007,2024-04-04,396,12.41,4915.86,Outbound,1896,253,Yes
INV-0290,PRD-014,Alternator 12V,Automotive,WH-002,SUP-008,2024-01-30,297,892.82,265167.76,Adjustment,4615,371,Yes
INV-0291,PRD-003,Corrugated Box L,Packaging,WH-004,SUP-004,2024-05-10,114,11.79,1344.15,Inbound,3734,289,Yes
INV-0292,PRD-002,Steel Rod 10mm,Raw Materials,WH-005,SUP-004,2024-01-27,147,84.51,12423.68,Inbound,646,196,Yes
INV-0293,PRD-013,Stretch Film Roll,Packaging,WH-005,SUP-004,2024-09-02,116,72.63,8424.96,Transfer,2533,107,Yes
INV-0294,PRD-004,Brake Pad Set,Automotive,WH-002,SUP-002,2024-09-02,478,307.41,146940.76,Outbound,3299,222,Yes
INV-0295,PRD-009,Engine Filter,Automotive,WH-003,SUP-005,2024-07-13,248,578.71,143520.33,Transfer,2576,233,Yes
INV-0296,PRD-006,Sensor Module v2,Electronics,WH-005,SUP-008,2024-08-26,60,858.55,51512.95,Adjustment,2673,204,Yes
INV-0297,PRD-006,Sensor Module v2,Electronics,WH-003,SUP-007,2024-01-24,298,870.5,259407.97,Outbound,182,233,No
INV-0298,PRD-009,Engine Filter,Automotive,WH-005,SUP-007,2024-05-31,88,531.47,46769.08,Outbound,3161,391,Yes
INV-0299,PRD-014,Alternator 12V,Automotive,WH-002,SUP-008,2024-10-08,345,1010.92,348767.7,Transfer,2158,490,Yes
INV-0300,PRD-014,Alternator 12V,Automotive,WH-004,SUP-008,2024-08-23,96,964.04,92548.01,Transfer,1436,171,Yes
INV-0301,PRD-012,Copper Wire 100m,Raw Materials,WH-005,SUP-008,2024-04-04,479,437.71,209664.55,Inbound,4342,117,Yes
INV-0302,PRD-014,Alternator 12V,Automotive,WH-001,SUP-001,2024-01-04,221,831.59,183781.8,Outbound,606,462,No
INV-0303,PRD-003,Corrugated Box L,Packaging,WH-001,SUP-004,2024-09-15,243,11.92,2896.46,Adjustment,4046,108,Yes
INV-0304,PRD-001,Microcontroller Board,Electronics,WH-005,SUP-007,2024-01-07,18,464.56,8362.07,Transfer,4438,246,Yes
INV-0305,PRD-001,Microcontroller Board,Electronics,WH-005,SUP-007,2024-04-01,64,508.28,32529.95,Outbound,2024,198,Yes
INV-0306,PRD-010,Rice Basmati 25kg,Perishables,WH-005,SUP-005,2024-06-30,146,120.86,17645.67,Inbound,3106,307,Yes
INV-0307,PRD-008,Bubble Wrap Roll,Packaging,WH-005,SUP-004,2024-12-22,125,43.87,5484.34,Inbound,309,147,No
INV-0308,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-004,SUP-007,2024-10-09,253,191.95,48562.35,Inbound,1453,142,Yes
INV-0309,PRD-008,Bubble Wrap Roll,Packaging,WH-004,SUP-006,2024-10-16,449,51.46,23103.61,Inbound,1932,208,Yes
INV-0310,PRD-015,Sugar 50kg,Perishables,WH-005,SUP-008,2024-05-18,33,147.04,4852.16,Transfer,4498,388,Yes
INV-0311,PRD-011,PCB Assembly,Electronics,WH-001,SUP-003,2024-06-10,18,1254.4,22579.27,Outbound,3312,139,Yes
INV-0312,PRD-005,Wheat Flour 50kg,Perishables,WH-002,SUP-004,2024-10-17,437,155.73,68054.22,Transfer,3194,486,Yes
INV-0313,PRD-012,Copper Wire 100m,Raw Materials,WH-002,SUP-002,2024-09-13,391,446.0,174384.64,Inbound,850,323,No
INV-0314,PRD-004,Brake Pad Set,Automotive,WH-001,SUP-006,2024-11-05,403,337.11,135855.02,Adjustment,2723,115,Yes
INV-0315,PRD-011,PCB Assembly,Electronics,WH-003,SUP-008,2024-09-08,126,1087.85,137068.86,Adjustment,3587,195,Yes
INV-0316,PRD-011,PCB Assembly,Electronics,WH-005,SUP-007,2024-02-13,405,1160.12,469848.34,Outbound,652,142,Yes
INV-0317,PRD-005,Wheat Flour 50kg,Perishables,WH-002,SUP-007,2024-12-30,411,148.19,60904.66,Adjustment,2644,284,Yes
INV-0318,PRD-002,Steel Rod 10mm,Raw Materials,WH-001,SUP-001,2024-06-06,237,84.15,19943.13,Transfer,887,167,Yes
INV-0319,PRD-002,Steel Rod 10mm,Raw Materials,WH-002,SUP-007,2024-08-17,295,88.29,26045.03,Adjustment,896,113,Yes
INV-0320,PRD-002,Steel Rod 10mm,Raw Materials,WH-003,SUP-002,2024-11-01,316,93.17,29441.51,Adjustment,151,249,No
INV-0321,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-004,SUP-002,2024-10-13,473,241.12,114048.97,Outbound,4735,366,Yes
INV-0322,PRD-003,Corrugated Box L,Packaging,WH-004,SUP-003,2024-03-12,147,11.7,1720.4,Adjustment,1245,132,Yes
INV-0323,PRD-003,Corrugated Box L,Packaging,WH-004,SUP-005,2024-08-03,163,12.25,1997.19,Inbound,3008,228,Yes
INV-0324,PRD-004,Brake Pad Set,Automotive,WH-004,SUP-004,2024-08-22,64,298.84,19125.71,Inbound,3291,270,Yes
INV-0325,PRD-014,Alternator 12V,Automotive,WH-005,SUP-007,2024-06-17,235,875.48,205737.52,Outbound,2511,264,Yes
INV-0326,PRD-010,Rice Basmati 25kg,Perishables,WH-002,SUP-008,2024-06-09,100,125.53,12552.58,Transfer,2437,476,Yes
INV-0327,PRD-012,Copper Wire 100m,Raw Materials,WH-004,SUP-004,2024-06-15,202,378.33,76422.51,Adjustment,3040,158,Yes
INV-0328,PRD-015,Sugar 50kg,Perishables,WH-005,SUP-004,2024-10-30,289,122.85,35502.97,Inbound,3831,462,Yes
INV-0329,PRD-004,Brake Pad Set,Automotive,WH-004,SUP-005,2024-12-20,45,353.52,15908.28,Adjustment,4140,171,Yes
INV-0330,PRD-011,PCB Assembly,Electronics,WH-003,SUP-004,2024-05-09,347,1032.39,358239.12,Adjustment,3138,137,Yes
INV-0331,PRD-008,Bubble Wrap Roll,Packaging,WH-005,SUP-008,2024-10-25,215,46.51,10000.0,Adjustment,4503,118,Yes
INV-0332,PRD-013,Stretch Film Roll,Packaging,WH-003,SUP-002,2024-02-25,403,62.53,25201.1,Transfer,1412,431,Yes
